,label,sentence
2956,joy,I felt joy when I saw my daughter after a separation of twenty á days.
421,sadness,"When I watched the T.V programme called \The living planet\"" and á saw the far reaching environmental destruction caused by man."""
697,shame,[ No response.]
1171,shame,"[ Generally, when I am late in attending to matters (for example á paying bills).]"
6549,disgust,I was stopped from entering a party while I was at School but I á had an Invitation card with me. This was done because they said I á was too young to join elderly people.
5900,anger,I was walking on a street alone in the afternoon when there were á not too many people on the street.  A couple of guys were á following me and I was ignoring them.  Suddenly one of them came á in front of me and started using dirty language and harrassing á me.  I got very angry and wanted to strike back at them.
974,sadness,[ Laziness makes one sad.]
5056,fear,"The time I drove my uncle's car, without having asked for his á permission.  It was the first time that I was driving a car."
1960,fear,I was on my surf ski. Rather large waves to strong current á separated me from my ski and we both began to drift slowly á (actually rather quickly) away to sea. The direction I was á drifting in was taking me straight over a reef on which rather á large sharks were constantly being caught. (I was alone with no á one to help me).
5299,sadness,"When I realized the burden it was for my mother to look after all á of us, all by herself."
495,joy,"Yesterday, when the final whistle blew at the final match between á OIS and IFK and it was certain that OIS had won the Swedish á title."
5231,shame,When I blurted out an answer in class without having been asked á to do so.  The teacher told me that it was bad manners to do so.
2185,anger,I was indignant at the unimpartiality shown by the referees at á the football match between Bulgaria and France.
3855,sadness,Losing a boyfriend for the second time to my friend. He fell in á love with her. The same thing happened a few months earlier with á another boyfriend.
5459,sadness,China can not even give you good sound systems for an open á lecture.
4029,joy,One night I had a very good conversation with two friends. I then á realized how worthy they were for me and how happy I was to á have them as friends.
3198,disgust,A sour looking man was beating his thin dog in Remuera.
262,anger,[ No response.]
5232,guilt,When I had promised to do some washing for my mother and I did á not do it.  She did it herself despite her being ill.  I felt á very guilty.
821,disgust,Can't remember having had this feeling.
3183,sadness,"Felt sad about some street kids in QUEII square, Aotea square. á Because they had been sniffing glue and some were very young. I á went into the role of a performing clown."
1264,joy,I went to see the entrance examination results at university.  I á rejoyced at my success.
5307,disgust,"When I was accused of having impregnated someone's daughter, it á was the girl's cousin who had done it. "
7102,guilt,Made a mistake at work.
4633,shame,"When I was taking an exam in grade 5.  The examinator found me á with a note-book and accused me of copying, All the students á laughed at me."
6075,disgust,"We had come back from a programme and we were all (three girls)    á staying over at another girls placce.  One of them started á passing very nasty and outright bitchy remarks at me.  It was á brought on by a male colleague's compliments to me, this girl was á herself interested in this guy.  Bitchiness and catty remarks á made by women never fail to disgust me.  I can particularly á remember this incident as she knew that I had not encouraged the  á guy."
6972,shame,China cannot let you give more lectures because you are needed in á the specialist clinics. We are so backward in medicine.
6971,disgust,"Finding out that the class leader can go to your lectures, and á his English is worse than mine."
3623,fear,"Together with a little brother I biked on a lonely road in the á Polder. Then we were annoyed by a boy on a motorbike: he á took over, stopped, took over, etc. Then we saw he had something á in his hand, we turned until we came across a man, who á accompanied us."
1206,shame,"I told evil lies about a close friend of mine.  I was evil in á order to sound jolly, to charm a person whom I wanted to impress. á  I sold my friend, I was despicable."
1394,disgust,In broad daylight I saw an untidy old man pissing and playing á with his penis in the middle of the town.
6844,anger,Listening to long speech of the party leaders wasting my time.
7253,sadness,Disappointed by a friend.
7252,anger,My best friend betrayed me and told other people my secrets.
3310,guilt,When I deliberately engineered a situation to cause tension á between friends so as to bolster the impression one of them had á of me !
6366,anger,My young brother took my wristwatch in my abscence and sold it to á his friend at a cheaper price.
7270,anger,Being insulted on a bus.
2369,sadness,To buy a car and didn't like the business and the car.
3923,fear,The same situation as with sadness. I was afraid about what my á parents would further do to distroy my relationship.
1371,anger,"At the weekend I wanted to be absent from school because of a á sports event, but my teacher refused to give me the day off á because he didn't like me."
4759,shame,When I walked out of my room with only my pants on and found my á girlfriend and her female friend looking for me outside.
7640,anger,When I saw that my bed at the hostel was a mess I guessed that á someone else had used my daily necessities.  I felt that my  personal á sanity had been affected.
2266,shame,"I recently became sexually involved with my sister's lover. I á care for him very much, but I am ashamed of the hurt I may cause á her."
1786,joy,"When I was in a situation which seemed hopeless for me, I moved á back to my parents. For my father it went without saying anything á (normally he ofter grumbles at me)."
1345,anger,"While playing a ball game, I was just about to make a goal when I á was thrown off my feet, and I failed to score the goal."
6541,sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate á had an answer sheet, so he tried to peep. The Nursing Tutor á caught him. During this time I was turning my question paper and á it made noise. This friend blamed me of causing the whole matter á for him to be caught."
2986,joy,My son was born.
1791,shame,"I look up to my Karate-teacher. When I came to a training lesson á after I had not trained for one week, I was totally stiff. I was á ashamed."
1299,disgust,"I once watched the series called \Dynasty\"" on TV, and I detested á it."""
3127,sadness,When my mother and father were on an excursion in Chechoslovakia á and I was at a student camp and I heard over the radio about the á events that were taking place there.
3882,anger,"I had a quarrel with my father, because I was of the opinion that á he decided in an authoritarian way which TV program we should á watch. I became very angry and started throwing things through á the room."
2558,shame,When I was still a child I was told off in face of other persons á for having touched an object that didn't belong to me.
6437,sadness,When I was not selected to go to the University of Malawi I felt á very sad.
7179,guilt,I was not able to explain well to my good friend to make him less á angry.
3136,shame,That was what I felt when I told my first lie and then was á cought.
4438,guilt,A friend of mine felt bad because of something I had done to á something that belonged to him.
51,anger,"Unjust accusations directed at me and my way of acting, by á someone close to me.  "
7235,guilt,Calling lecturers nicknames when talking to housemen (They told á ne you are even younger than they are so you should not be giving á public lectures).
163,guilt,"Before an accident, my aunt offered me the front seat of the car, á next to the driver. I declined, she took that seat and was killed á there when the car crashed."
1488,anger,"During the Christmas holdidays I wanted to invite my brother, his á girlfriend and their child for dinner. When I said to my á brother's girlfriend that I would like them to come at my place á for dinner, she refused and never mentioned it again as if I á had never asked her."
1693,shame,"I asked my friend to come with me to a disco because I wanted to á be with a person I know well. But when I amused myself with á others I let my friend sit alone, although I had asked her to á come."
1411,anger,A colleague asked me to study with her. I could not explain á things as perfectly as she had expected. So she reacted in an á aggressive manner.
7218,sadness,Not being chosen for the English lectures (my girl-friend á chosen).
1230,fear,"While he was drunk, my life partner tried to hit me.  I felt á scared and fled to the bathroom."
2189,guilt,"When I have sometimes been unfair to my parents, when I have á happened to deceive them over some trifling things."
4958,fear,Two guys were fighting murderously and I feared that one of them á would be killed.
5941,anger,When I failed the M.S.C exams.
4036,joy,"My boyfriend suffered form ill health for some months, this week á the physician told him that he was restored to health."
6599,shame,"When someone pointed out that I was proud, yet I didn't dress up á properly. This was when I and my friend went for a dnce one á Saturday."
6018,sadness,When my mother left for Kenya.
1297,anger,"When I saw a big man hit another one, and nobody did anything."
6127,joy,"I felt happy at the end of a 10 day student camp.  We had shared á our hopes and aspirations and in the open situation so generated, we á had made strong frienships and experienced our own worth as well. á  "
752,disgust,"There is a certain person, whom I only have seen. He makes me á cringe, feel disgust."
4481,joy,"I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy."
5977,disgust,"The way my husband and his family treated me - unfairly, cruelly, á and unjustly."
6344,fear,When I was treated improperly by someone.
3678,joy,"When I had to undergo the final examination of secondary school, á I lived together with a girlfriend. We both were afraid to fail, á but it appeard that we both had passed."
2504,joy,"A meeting with the family and the friends I felt dear and loved, á sharing the gladness of being together at a birthday."
967,sadness,When I came to know that my grandmother had died.  She was very á close to me.
2641,fear,I am afraid if I'll finish the term.
6084,guilt,When I was responsible for getting my friend run-out in a vital á cricket match.
3410,fear,To talk in a meeting - expound my thoughts on a subject. Fear á delayed me acting to do this.
7232,sadness,Finding out that the girl I like does not like me.
601,sadness,"At a lack of love of my father for my mum, sadness for him more á than anyone else because he does not realise how much love and á happiness there could be between them, and is, and how much he is á damaging himself apart from mum."
6640,disgust,"I was disgusted with my brother's behaviour when he kept throwing á things away because of his anger, after mum had shouted at him."
7146,fear,Finding out that I made a stupid mistake in the examn.
4678,fear,"One evening I saw the old guard-man I knew, change into something á inhuman for about 5-10 seconds, this really frightened me."
2886,joy,When I understood that I was admitted to the University.
1533,shame,When I was ten years old a classmate laughed at me because I had á told him that my father had retired.
7409,anger,"When I was studying in the library - preparing for a test, two á people sitting next to me talked to each other for 20 minutes.  á There were no other seats so I could not go elsewhere and I did   á not want to interrupt them, so I could only be angry in my heart."
6660,sadness,My best friend had failed Exams. She had to leave and so we got á separated.
2792,anger,When I was a soldier I quarrelled with my commander and may be in á revenge for this he detailed me on duty two successive nights. á Naturally he checked me up on the second night and found me á asleep for which he sent me to the cells.
5706,sadness,When I did bad on a chamistry midterm which I could have done á well.
5542,joy,When I won my car. 
6833,shame,Did not finish homework.
233,fear,Was nearly knocked down by a car.
1141,sadness,"Estrangement from my best woman friend.  We have been going á different ways for quite some time now, but the break was total á when she got married as her husband is unreasonably jealous of me."
2142,sadness,Close relative is dying of cancer - found out last week.
2038,anger,"When my mother and father split up I was angry: I felt deprived á and \different\"" from other children at school."""
6458,sadness,I was very sad when I heard about the death of my teacher who á taught me in Standard 8.
6547,anger,"When I was doing my last year at Secondary School I was robbed of á my clothes, wristwatch and my pair of shoes. After investigations á it was found that all the things were stolen by one of the boys á in our hostel."
53,disgust,"A drunkard fell, started bleeding and wet himself.  Disgust that á turned into sadness-unpleasantness."
3438,fear,"When riding in a very fastly-driven car on a lose metal road at a á very late hour - no other cars on road, and driver was taking á corners very sharply. I felt afraid - because if an accident á happened, the area was very isolated. Also, I feared for driver, á after I was dropped off - would he make it home safely."
1168,anger,"[ For example, unfair pushing in a bus.]"
3646,sadness,When my last relation broke up.
6286,guilt,"I felt guilty when I read an advertisement for a job as a chemist á in the newspaper and when my friend asked me if I had applied for á that job, I told him that I had not even seen the paper of that á day."
1988,fear,Stranded in the north of Fraser Island with a submerged 4 WD hire á vehicle.
1229,joy,"While having a discussion with a colleague of mine, I realized that her á conception of man and work were similar to mine."
2293,disgust,I went to a restaurant with my boyfriend for dinner. There we saw á a couple. the man of the couple was a negro and he hadn't manners á for eat.
4638,sadness,When I received a letter telling me that my mother was very ill.
6415,anger,I felt angry when I was told that I had not been selected to go á to the University.
1027,joy,I unexpectedly met a girl with whom I have always got along well. á ( I had not seen her for several months.)
5411,guilt,When I did not concentrate on my studies despite my mother's help á and cooperation.
4571,guilt,"Once, when I arrived home very late, my parents had an argument á because of this; my mother wanted to stand up for me."
6870,joy,Discussing psychology with my friends before the lecture.
676,shame,[ I do not remember when I last felf ashamed.  I do not usually á feel ashamed of what I do.]
3965,guilt,A few weeks ago I thought about an exam I had to take soon. I á remembered this just before I had to go to sleep. I felt guilt á because at the beginning of the year I planned to succeed.
6232,joy,When I passed my Primary school leaving certificate and selected á to go to a Boarding secondary school.
4713,fear,"This was at secondary school, a prefect framed up some case and á took it to the deputy head-master.  I was called by the á head-master and he threatened to suspend me."
7519,joy,I felt happy when I received the letter telling me that I had á been admitted to the university.
3538,sadness,When my grandmother died. She stayed with us until I had the age á of 10. When she died I was 13 and I remember the moment after the á funeral: I sat on the table and cried.
6742,shame,I insulted my friend for a small reason and after time I realised á that I was wrong and felt ashamed; everytime I meet her I feel á ashamed.
3629,joy,"It appeared that I gave correct answers to all questions during á an examination of personality while I thought I performed very á badly. Even now, I don't know how I managed it."
4572,joy,I phoned a friend of mine to ask her for news about the marks in á an exam.  She told me that I had passed.
6790,disgust,I was forced to go to a party with someone I didn't love and he á was telling people that I was his girlfriend.
3130,guilt,"I felt guilty when I had taken the car keys and I had an accident á but as my parents did not know who was to blame, they punished my á brother because I had no driving licence and they thought it á impossible that had driven the car."
6462,joy,"My sister gave birth to twins, healthy ones."
4276,disgust,To loose friends because of them over-estimating themselves.
2443,anger,In the last year of the high school we had a huge fight between á my group and the graduation commission (two students of my á classroom) because they accused us unjustly of a gossip about á them.
312,guilt,I was unfaithful to my partner once when he was working abroad á for a long period.
6290,sadness,"When I heard that my girlfriend was getting married to another á person, I felt very sad.  That day I did not eat anything and á kept thinking of her all day long."
1728,shame,"When I was a child, my uncle came to see us. I spit at him and á ran out - I do not know the reason for that. My father came after á me and insisted on my apologizing."
4437,shame,The parents of a friend of mine surprised us and another couple á sleeping in thier place.
417,guilt,When I stole money from my mother and she asked me later if I was á responsible.  I never admitted it.
2581,joy,"When I got a stereo walkman from my father when he had finacial á difficulties. I thought that although he promised to give me that á present, he was not obliged to do so."
5895,disgust,When my husband quarrelled with me for no reason at all.
5516,anger,I am currently taking CS 50P. I had to finish a couple of á assignments but I was hindered because I could not get a passing á score on my program.
3411,anger,Towards wife's laziness in not performing her usual duties á because of television watching.
1511,disgust,A friend was assaulted by a young man on her way home.
5956,sadness,"When my mother scolded me for something, very insignificant, without á knowing the real cause of what had happened. "
6671,joy,I was given a gift by my sister. There were many pleasant things á in this parcel.
2590,anger,I felt anger against a person who told bad things about me in my á absence.
3868,anger,My older brother who gives me unwanted advices about problems in á my relationship with my girlfriend.
2107,fear,"When somebody broke into our home one night when my mother was á out, and my sister and I had just gone to bed."
1475,sadness,"When the grandmother of my friend died in a hospital. My friend á was crying and I was sad, too."
6108,anger,"[ On discovering the red-tapism and the bureaucratic, corrupt, á decadent, degenerated infrastucture of every public utility, á office and service; and the rampant corruption at every single á level of education and other institutions.]"
2844,joy,"Realizing one's desire, an experienced feeling of satisfaction á from the realization of one's desires and aims."
1940,anger,"I had been having a heated argument with a lover - whose á intention was that we should marry in the near future - and was á rejected by her when I started to cry. When I stopped crying for á a moment she said \There, have you got it all out now ?\""."""
2119,disgust,When I saw a male engineer one year and came back to find he was á now a female (I don't know it/them personally).
7236,joy,Had a letter from my father (usually he does not write to me).
6497,fear,Fear came towards the end of May when the P.T.S. results were out á after hearing the failure of my fellow three friends.
5138,sadness,When I got a message that my child was not feeling well.
854,anger,When colliding with my car. I myself was to blame.
6683,shame,I felt ashamed one day when my teacher shouted at me in the á presence of my boyfriend.
5801,fear,"When I walked to church with my roommate, a bum told us to call á the police and he started following us."
4821,disgust,When I failed to secure employment after my form 5 in Lusaka despite á my excellent certificate.
3613,anger,When the Real Madrid football team lost against the inter in the á U.E.F.A cup.
5931,guilt,I felt guilty when I lied to my parents.
3272,shame,"I criticised an action of my mother and for the first time she á genuinely took notice of it. I felt shame that I was almost á taking the part of a husband, or at least an equal which I should á not."
2690,sadness,When I couldn't find my dog which was missing.
1908,shame,"I had promised to contact a friend about a particular matter by a á certain date, then thought no more about it until the friend á reminded me after the date had passed."
4463,sadness,"At my grandfather's funeral.  I remembered that the thing he á liked and respected most was earth, I thought that he had á attained what he wanted and was not separated from it any longer."
4619,shame,"I was with my colleagues and we met an elderly man who was very á drunk, as he approached us he started to undress."
4050,joy,"When I found out that the girl, with whom I was in love, loved me á too."
6717,disgust,"I felt this situation when a certain woman from a close village á shouted at my mother because she didn't get what she wanted, she á wanted some salt to put in her relish."
7651,guilt,In the past I used to think that my mother was a very nagging á person.  When I started living at the hostel we had little time á to meet each other.  Whenever I went home she would take care á of me.  I gradually realized that what she had done was for my á own good.  So very time I saw her I felt guilty.
2824,guilt,"When I was young I stole something from a shop and got caught, á then I was taken to the police station and my parents had to come á and get me."
7466,sadness,When the thing that made my friends and relatives sad happened to á them.
4609,anger,When I was accused of having refused to do some hostel work while á I was at school.  Actually I had not been allocated any work.
3073,shame,I was examined by a teacher I greatly respected. I was well á prepared on the subjects but he put some side-issues to me and I á couldn't answer.
1210,anger,"A male, Honduran acquaintance of mine despised my opinions."
237,shame,[ No response.]
3006,guilt,I got back too late after a Sunday going out without having á called up home to tell where I was. my mother hadn't slept the á whole night.
4089,guilt,When I failed an exam I thought I could pass easily.
363,fear,When I was cycling past a parked car someone opened the door and á nearly pushed me off my bike and into the traffic.
1305,disgust,One of my fellow students used questionable and unfair means to á advance her studies faster than others.  I detested her.
5028,fear,When burglars with guns forced themselves into my house and á ordered me to give them money or face death.
7121,disgust,My roommate boasting about her English lectures.
1938,joy,My current lover and I had been very busy with work and study and á had not had time alone together for almost a month until one á afternoon recently when we made love for hours and then showered á and ate together.
1205,disgust,"A nightmare.  I was dreaming about bloodsuckers, which I tried to á shake off from my body, they are everywhere, they get glued, they á suck.  And there are a lot of them.  I panic."
1751,joy,"When I had a psychical crisis, I met a girl, who told me that she á had had almost the same problems and how she had finally overcome á them."
5318,fear,When my mother was seriously ill and had to be admitted to the á hospital.
5829,fear,I got caught shoplifting a package of gummy bears.
806,sadness,When realizing that my girlfriend and myself in fact had started á the process of breaking up.
6355,shame,[ Do not remember any incident.]
3469,disgust,"The repression of rioting and non-rioting \Blacks\"" in South á Africa by the police of that \""Democracy\""."""
2768,guilt,I feel guilty when I should have done something at any rate but I á haven't done it.
887,joy,Reunion with my wife after a legal separation.
4293,joy,A friend of mine suggested that I become a film extra.  The idea á seemed very funny to me and my reaction seemed rather outlandish á to the others.
3757,shame,"Recently, I left my bag in the car of someone who picked me up á while hitch-hiking. I spent some effort to find out where he á lived (I succeeded)."
4820,sadness,When my aunt passed away in early 1982.
1334,shame,"I tried to date a girl, but she refused."
5237,disgust,When one of my friends started misbehaving.
1732,anger,"When I come home in the evening, the first thing I do is to sit á down and smoke a cigarette. One day I found the flat in a totally á desolate state. My girl-friend had wanted to tidy up but had not á finished."
1581,disgust,On boat trip - saw mother giving young child (aprox 6-7 years) á cigarettes.
6580,joy,I met a certain lady at Mchesi and I proposed a word of love to á her and at the same time she accepted my proposal.
972,fear,"When I saw Russian roulette on TV. (obviously the movie \Deer á hunter\"")"""
6231,guilt,When a patient had died soon after I had told the guardian to á wait outside the ward.
3153,fear,I was terrified during an axcursion in Italy. I was lost and left á alone in this unfamiliar country.
1526,shame,"At school I was bad in mathematics. Although my teacher had á admonished me to do my homework, one day I had forgotten to do á it. When my teacher noticed it, I blushed and was ashamed to be á rebuked in front of the other pupils.á "
770,anger,"One of my best friends accused me of giving up to early on á problems. It was only a casual remark on her side, but I was á angry and hurt."
5643,sadness,"At one point in a relationship, my boyfriend was seeing an old á flame more than me. At our confrontation tears were shed."
6669,shame,We were writing Primary school leaving Examinations when I had á fallen at the steps going into the Exam room.
1880,disgust,Accidentally seeing a friend in a compromising situation with a á stranger.
3483,disgust,Friends calling me fat - pear shaped in front of a nice girl.
3583,joy,At an important moment in a volleyball game we made a point and á by this we won a set from a much stronger competitor.
2814,sadness,A boy I look after for the probation service deliberately á offended to provoke a reaction from the police.
3291,fear,"Riding through a bush fire on an island of Australia - on a á pushbike as a little boy - all alone, lost and surrounded by á smouldering wood and flame."
6611,sadness,I was sad when I heard that my cousin died because of being á bewitched by her husband's second wife.
1001,anger,After having quarelled with a relative of mine about politics.
7513,fear,I am scared when I stroll alone on the Chung Chi college campus. 
7135,disgust,Someone told me I was chosen for the English lectures because I á am good looking.
6173,disgust,[ No response.]
1596,disgust,"I assisted to a scene where the police attacked a person that á didn't have his documents. The savagery was too much, and the á attacked person bleeded to much."
1567,disgust,When a boy had continued to use foul language and swearing in á front of a group of my friends.
675,disgust,I was present when they found a shop-keeper dead in his shop.  á He had been shot with a shotgun at close range.
5337,guilt,When I got very drunk and really misbehaved at Christmas.
570,sadness,My boy-friend an I seperated on his initiative.
7220,shame,Not doing well in examns which I should do well (English examns).
7554,joy,I was admited to the Chinese university of Hong Kong.  The day á the results were announced I looked in the newspaper and saw my á candidature number.
5031,disgust,"When my friend, after a beer spree vomitted in my sitting room."
1892,anger,"A friend whom I had gone out of my way to do something for did á not bother to acknowledge my efforts, and treated me badly á thereafter."
8,fear,When I was going home alone one night in Paris and a man came up á behind me and asked me if I was not afraid to be out alone so á late at night.
1412,sadness,"During the Christmas holidays, I went to see my parents and á stayed with them for two weeks. After two or three days, we had á the same conflicts we had had ten years before when I had lived á with them. They were glad when I left."
6242,anger,An old lady slipped and nobody helped her.
4280,fear,"I was in Sierra Nevada, climbing a peak over 3,000 metres high, á without any light and with many other problems.  I was afraid for á my life."
2529,disgust,I felt disgust when I saw a dead animal on the roadway.
6524,joy,I met my girlfriend on the way and she joyfully welcomed me on á the way home.
1240,disgust,"In the morning, the cat of my landlady had vomited on the floor, á near the staircase I take to go to the bathroom."
2187,disgust,"When I was watching some scenes from the Bertoluchi's film á \Twentieth Century\""."""
419,fear,"When my relationship with my family is very poor I often fear á being excluded from the group, a fear which is stronger in á situations when an argument is on hand."
5757,guilt,When I didn't study for tests in High School. In particular  á remember a physics test. I didn't study because my friends talked á me out of it and we did something else boring. I felt so helpless á just being there - then guilt set in because I was very close to á getting an A in the class.
2869,disgust,"At the sight of an insect, such as the black-beetle."
2905,shame,I felt this feeling during the exam in higher mathematics.
6130,sadness,I was in love with a girl but had to separate from her because of á different commitments concerning life and career.  I loved her as á a person but could not agree with the life the future would á demand.  Parting from her was very sad.
4589,sadness,When I was told that my uncle had passed away.
4991,guilt,I did not deliver a message on time.
4168,fear,"On a trip to Santander we wanted to stop at a curve because a á friend was sick, and the car skidded of the gravel."
2398,fear,I remember when I was a child of a storm that made me terribly á afraid. I thought that the house was coming down and that in the á next day I would be dead. Everybody was awake and I stayed all á night in bed without falling asleep.
7509,disgust,Once while studying for my exam I found so many complicated words á that it disgusted me.
3704,shame,"I stayed at home for a period because I felt depressive and I á neglected my study when people adked me, I told them that I had á freeterm and studied hard. I felt ashamed for my behavior and á lies."
238,guilt,[ No response.]
2170,joy,When I met a friend that I hadn't seen for some time.
524,fear,[ No response.]
660,sadness,[ No response.]
2289,joy,When I entered at the University.
2562,anger,Discussion with my mother about the way to educate my children. I á felt anger against my mother.
5328,disgust,I witnessed a scene in which two women were abusing each other.
4203,fear,When they threatened me with a knife to take my money.
5016,sadness,"Last academic year I received bad news - my grand-uncle had á passed away.  I felt lonely and bad because apart from the         á biological ties, he was a good old friend of mine at home."
6342,guilt,[ Not applicable.]
7302,guilt,The results of the mid term examinations were very poor.
2836,guilt,"For example, when I have promised something but I haven't á fulfilled it."
7153,fear,Walking in the dark and thinking about ghost stories.
5984,disgust,My husband falls ill and does not follow the doctor's advice on á the treatment or the diet control.
2461,guilt,The day I decided to get out of my house I saw in my brother's á eyes that they blamed me for the situaiton.
1457,guilt,After closing the front door I realized that I had left the key á inside the house. I felt even more guilty since it was not my own á house but the house of people I hardly knew.
3080,shame,"I feel shame when I have made a promise, I can't keep it and this á has negative effects which are caused by my behavior."
5880,sadness,When I came to know that my feelings for someone were not á reciprocated.
5418,disgust,Cueing for bath for a long time.
713,joy,When I was admitted to a certain school as a student.
1576,guilt,Failure to complete medical course as a result of failing fourth á year twice.
1863,fear,"Recently my younger brother disappeared for two days without á leaving a trace. Usually he tells me when he wants to do á something like that, therefore I was afraid that something had á happened to him."
4965,fear,My uncle was taken to the UTC for an operation as he had cancer.  á There had been a lot of deaths of late - 3 out of every 4 á operated.  I was scared for my uncle's life.
7023,sadness,Not doing well in an examn.
1678,sadness,My cut was run over by a car. After searching for a long time I á found her lying in a kerb. I was rather shocked and angry with á the driver.
6061,disgust,[ The previous incident holds good here also.]
709,sadness,When my grandfather died.
3849,disgust,The stories about my aunt who was beaten and humiliated by my á uncle.
2031,anger,Brother provoked anger. It was when mother and father were away á and we had to look after ourselves. He accused me of being á selfish and a snob.
521,shame,[ No response.]
7191,disgust,Some people not cueing in the dining hall.
1770,shame,"My boyfriend had drunk too much and beaten me. When I had to show á the letter the door, which was almost crashed, I felt ashamed."
5336,shame,When my sister became pregnant at UNZA last year.
7607,disgust,A friend told me that a boy wanted to get to know me.  At that á time I felt disgusted and thought that it was a nonsense thing.
3002,anger,"I unfairly got a low mark on an exam and I failed to win a grant, á since then I don't have much confidence in myself at an exam."
3752,joy,A meeting and a conversation with a woman (somewhat elder than á me) who considers me as her child (she also has one child of her á own). Last two years I lived with her (no relationship).
4788,guilt,"My mother had sent me to buy a few things.  The change I brought á back was not right as I had given away some money to a friend á thinking that she would not notice it.  However, my mother told á me that the change was not correct."
5390,guilt,[ I do not remember any event when I felt guilty.]
6156,fear,[ Never experienced.]
1552,fear,"When I was a child, I fell into a cellar (when playing) and could á be freed only with big difficulties."
6455,joy,The joy came when I first proposed a girl at Secondary School.
6112,guilt,"When I realized that I was not working hard enough and was not á being useful as an individual to the society or the family, guilt á at spending money on uncalled for activities - in short wasting á my life."
1691,sadness,"My sister, whom I like very much, asked me for a favour which I á refused her for some flimsy reason. Some time later I felt sorry á for that and something like sadness."
3799,joy,"My 21st birthday celebration, when I cut the cake and received á the presents."
6584,disgust,"It happened that one of my best friends just took my shirt á without my knowledge, I hadn't put it on for many days and I was á short of clothes."
3815,shame,A much older man took advantage of me during my childhood (four á to eight years of age).
1382,guilt,A young girl tried to put an end to her life because of lover's á grief; not until she was in hospital I heard that I had been the á reason for her action.
403,guilt,When I decided to take a week s holiday without consulting the á family first.
4684,joy,I felt joy when I came to know Christ.  That is when I became a á Christian.
3465,joy,Listening to the opening bars of Tchaikovsdy's symphony No.2 á fourth movement at my sister's wedding.
4616,anger,When a friend tried to back bite me on false grounds.  This made á me wonder if he was a really a good friend.
6183,joy,I was doing an experiment and was not getting the appropriate á result despite the fact that I had repeated the procedure 4-5 á times.  Then finally I got it right by a stroke of luck.
3981,fear,"I had an appointment with a good friend. He came 3 hours later á than we agreed upon. During the last hour of waiting I was afraid á something might had happened, because usally he is in time."
7609,guilt,"One night during dinner my nephew was naughty, so I quarrelled with my  á parents.   I regreted this as my nephew was only two years old and I  á had to tolerate him !  The quarrel made my father think that his children  á may not take care of him in the future (it was a slip of the tongue and  á this made me realize that my father keeps his thoughts to himself).  I was  á still very angry so I dropped my bowl and chopsticks and went to the kitchen  á to drink tea and then ran to the other side of the house."
7028,fear,Finding out that my health condition may be against my attending á university lectures.
1253,sadness,"When I had to move away from home to study, and I knew that I á would not be coming back home for a long time."
3947,anger,We had to move to a very different city because the company where á my father worked also moved to that place. It was very difficult á for me to make new friends than.
2919,shame,When I promise to do something but I don't fulfill it.
1453,anger,"A friend who shares the room with me, opened the window in the á morning and left the room the whole day. When I came home in the á evening, the room was so cold that I couldn't stay there."
2940,shame,I didn't offer my seat to a pregnant woman in the bus.
7169,sadness,Power cut made me unable to listen to the songs sung by my á favourite pop star.
7518,guilt,"We always made a lot of noise during a certain lecture.  This may á have been because we did not respect the lecturer. Finaly, the á lecturer could not tolerate it and he scolded us angrily and á pointed out our misbehaviour."
2296,joy,When in the end of a semester I got the approval in a matter that á I judged very difficult.
867,fear,"Motorcycle accident with two people involved, running off the á road. Broke an arm, only."
945,anger,"[ When I was treated unfairly, regardless of my motives or deeds.]"
948,shame,"On a social occasion, I noticed that I reacted on the basis of my á autonomous nerve system (I could not help it)."
1317,anger,"One winter day I, unwillingly, was outdoors with my younger á brother (10 years younger than me).  I lost my temper on him and á wanted to throw my brother down the snow bank we were on.  I á pushed him but not as hard as I had wanted to. We were alone the á two of us."
6587,joy,Passing a very difficult examination which I didn't expect - MCE.
4593,joy,When a cousin of mine was discharged from the hospital after       á a long illness.  I had thought that this illness would never end.
6758,joy,"When I heard that I had passed my MCE Exam, I spent the whole á day dancing and eating sugarcanes from our garden."
6347,disgust,"When Kanishka was blown up, I really felt disgusted at people á killing each other."
852,joy,Winning the local soccer championships this year was a great joy.
5834,guilt,I've had three midterms in the past two weeks and I hardly á studied for any of them (like 1 or 2 days) I feel guilty that I á hadn't studied and I got C's on all of them.
3641,shame,"When I have suffered a terrible fit of eating, that frequently á occurs. Then I eat everything, I act like a glutton I eat big á amounts of food, sometimes even half a loaf."
4972,fear,When I met an elephant in the bush.
507,shame,When I excreted on the mat instead of the potty.
5845,sadness,Death of my father.
4382,guilt,In an exam when I answered the questions with very little á assurance due to insufficiet preparation.
4329,fear,Once I failed seven subjects at school and I was terrified to á give my report card to my father.  I left it on the table and went to á bed very early in order to avoid him seeing me.
6388,sadness,I was so sad when I heard that my Uncle had passed away. He was á the only man who was supporting my parents as well as myself.
5111,joy,When I learnt that I had been accepted at UNZA.
796,joy,A close acquaintace cried for me. I felt happy because somebody á cared.
2098,guilt,When I used to tell Mum I was going somewhere else than where I á was (going).
